STATE,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE,MONTH_SIN
2321.1796825581055,1047.4,48.61,18.3,-39.0,211.0,30,43204,9174,52378,4.7,71.5,0.49999999999999994
39261.34478326476,10.0,6.26,0.0,-306.0,39.0,1520,82643,926,83569,61.9,69.2,0.49999999999999994
2164.0126620931915,2095.0,21.6,10.73,-33.0,189.0,210,48618,5201,53819,7.8,66.7,0.49999999999999994
1767.5342050215006,0.1,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,580,69001,1698,70698,3.9,61.0,0.49999999999999994
23.507009811613262,2.5,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,300,8953,397,9349,14.0,58.3,0.49999999999999994
969.9217987571694,0.6000000000000001,7.05,40.86,133.0,283.0,920,6423,4509,10932,20.2,86.1,0.49999999999999994
595.5282469587391,88.5,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,80,7354,1368,8723,3.6,93.8,0.49999999999999994
21011.02903091718,3.0,17.44,38.0,-33.0,161.0,300,121298,292,121590,31.7,74.5,0.49999999999999994
5300.475655316059,2769.91,42.84,20.84,-56.0,222.0,180,57513,1912,59425,12.9,74.1,0.49999999999999994
37763.577724441944,0.1,10.52,27.73,-17.0,183.0,1680,109781,791,110572,80.1,94.1,0.49999999999999994
15054.782918949066,11109.9,12.87,24.4,-67.0,306.0,30,53625,12133,65758,12.9,91.5,0.49999999999999994
9307.601936423425,394.7,49.4,15.1,-33.0,206.0,400,68595,1304,69899,1.5,66.0,0.49999999999999994
21670.52867508944,14.59,55.38,12.25,6.0,167.0,1010,95988,2391,98379,52.3,80.5,0.49999999999999994
38.03262228319618,3.1,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,150,4842,701,5543,0.3,86.3,0.49999999999999994
22044.987372286825,260.5,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,1040,145546,1494,147040,29.0,53.4,0.49999999999999994
207.73170379727253,0.1,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,340,44743,1312,46054,2.2,76.5,0.49999999999999994
8317.117137060495,1496.0,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,2040,97093,720,97813,46.7,62.0,0.49999999999999994
6072.464766832273,2.6,5.65,19.94,-206.0,211.0,2070,103642,452,104094,36.2,86.0,0.49999999999999994
5480.072463962699,826.9,24.118083750916377,25.32701201333193,-75.2032115209022,237.33785560406324,670,75811,1305,77116,5.4,57.2,0.49999999999999994
